Brand,Product Name,Product Type,Review Body,Review Date,Review Stars,Review Title,URL,User ID
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,Best Mascara Ever no clumps no racoon eyes! I put this on in the morning got caught in a rainstorm got home had a shower and not even a hit of smudge LOVE IT!!!! you will need a good makeup remover to get it off but whom cares it's FAB i decided,01 08 2011,5 stars,Wicked Product,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-5.39E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"After reading the great reviews, I knew I had to try this mascara. I got it right before I headed to the beach and couldn't wait to try it out. Well, first day at the beach and I had mascara smearing under my eyes. It wasn't running, but I had raccoon eyes after a short while. I continued to try it throughout the vacation, but ended up with the same result. I was highly disappointed and I have no idea how other people have such great results. I do not apply a lot of mascara, just a thin coat and it did not work.
…read more",01 08 2012,1 star,Not what I expected,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,6.24E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"I've tried so many liners (so, so many) and I've actually come back to this one due to how easy it is to apply: very precise tip that glides along smoothly and evenly. Easy to control. Doesn't snag or skip over the squinty lumps in my outer corners when I do my cat eye. And, I can do a super thin line in the inner corner of my eye and gradually thicken it to create a nice precise line. Also stays put all day, no exceptions. Only thing to watch for if you have the same liner ‘wants’ as me: it's not really black enough and find product runs out quickly – I like a thick line but can never work the thicker tipped liners with finess. When it dries up I can coax out more colour for a while if I moisten the pen on my tongue (who knows if there are some wacky side effects from that down the line ha ha ha). Yup, living on the edge for my perfect cat eye! So basically this pen is great for those like me who struggle to get that perfect line. My work-around to conserve the fluid is to use this pen to create a cat eye 'outline' then fill it in with another liner.",01 08 2014,4 stars,Makeup Bag Staple,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,2.34E+17
Too Faced,Hangover Replenishing Face Primer,Primer,Finally found a primer I like!! I have very dry skin and this primer hydrates my skin and makes it look brighter! I've tried Kat Von D's primer and makeup forever and both didn't do anything for me. I use this after moisturizer and let it sink in a little before my foundation. Definitely worth a try!!,01 08 2015,4 stars,Finally,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,6.29E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"The only thing I need to say is that it works! Even in the summer heat, which is when you really need it! As another reviewer mentioned, apply before mascara.",01 08 2015,5 stars,It works!,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-1.10E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,THE best eyeliner for the waterline!! Doesn't smudge or move around. The color I purchased was brown(out). Rich in color. I've tried many eyeliner low and high end but this is the only one that actually stays.,01 08 2016,5 stars,perfect for waterline!!!!,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,6.71E+17
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"This is such a great liner, especially for the waterline. I got it as the birthday sample. It's so impressive. I think it's better than urban decay and ardency inn because it does not move once applied. You can smudge it with shadow but unlike the other liners, it doesn't travel into the corners throughout the day and look messy. Instead of buying the full size version of this, I bought the MJ thin gel liner thinking it would be better for the waterline. Same formula, but I like the thicker pencil better because it's sturdier and actually easier to use. I'm going to buy the full size version of this next time.",01 08 2016,5 stars,Awesome!,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,3.02E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Just buy a Sharpie and save your money,01 08 2018,1 star,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-8.92E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,"New holy grail!! not sure why people are saying it transfers or smears, because I've literally goes on where I want it, for as long as I want it there. never looking back!! for all the love there is with the Kat Von D liner, I ALWAYS had problems with it. this liner is everything I wanted!",01 08 2018,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-7.65E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,I love how smooth it goes on the eyes. My new favorite!!!,01 08 2019,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-5.16E+18
Tom Ford,Emotionproof Mascara,Mascara,"This lives up to the description of emotion proof! It did not smudge or leave marks or leak down! The only reason I gave it a 4 instead of 5 is because it was a bit irritating on the lashes closer to the inner corners of my eyes. I have pretty full, long, lashes naturally so the inner corner lashes started to almost feel sharp and pointy, but this mascara really does last! Super impressed!",01 08 2019,4 stars,Really is emotion proof!,https://www.sephora.com/product/emotionproof-mascara-P445433?icid2=products%20grid:p445433,-9.09E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"Impossible to use unless you initally roll brush on a kleenex or something, clumpy and spidery lashes unless you wipe all the excess product off. Works well with a light touch and only with very clean totally dry separated lashes or they will stick together. Waterproof for the most part but it does smudge under my eyes that doesn't happen with other waterproof mascaras",01 09 2011,3 stars,Too much product on brush,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-5.52E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"the absolute best ""pen"" liner ever!! I only weat liquid liner and have used basically all brands from drug store brands to high high end...and i must say this one is fablous, does not budge at all!! and i have oily skin all over and this is a liner i wear daily!",01 09 2011,5 stars,LOVE,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,1.69E+18
Dior,Diorshow Waterproof Mascara,Mascara,"I am knocking this down a star only because I don't think it is as good as their other mascaras. It is most DEFINITELY waterproof (and sweat proof, I might add, and you WILL need remover that is designed to take OFF waterproof makeup...otherwise it will be on there for days...no joke). It definitely lengthens my eyelashes but does not separate or define them as well as their other mascaras. I definitely recommend it if you have a job where you're in water or sweat a lot (I wear it when I waitress).",01 09 2012,4 stars,Great!,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,6.33E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"Ever put your eyeshadow on and within 2 hours it's all in the creases of your eyes? Me too! Well not anymore! I've been using this since before it came in a squeeze tube (which is a huge improvement so glad they did that!) and my eyeshadow stays where I put it until I wash it off. One little dot on my finger does both eyelids. Little dot! If I use too much I get lines of beige on my eyelids, usually near the inside of my eye closest to the bridge of my nose when I rush to get out the door and once it dries it takes a wet q-tip to get it to blend, but that's user error not a product flaw. I Love this stuff!!",01 09 2012,5 stars,Love this stuff!,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,1.59E+17
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"I have oily skin even at the age of thirty-plenty and every time I wear makeup within a few hours I'm shiny and slick. It hardly seemed worth the money and effort to keep from looking like I was melting, so most of the time I don't wear makeup, and if I do it's only for a few hours and I carry a ton of blotters with me so I can touch up every couple of hours. I gave this a try and it works! I started with a clean face, oil-free moisturizer, primer, powder, blush, shadow and mascara then four sprays. Make sure you hold it away from your face like it says and close your eyes (and wait till the mascara is dry, learned that one the hard way lol). I used four sprays because I'm just that oily. When I got home that night my makeup looked great! Eight hours and hardly a sign of shine! What really sold me was when I fell asleep with my makeup on (I do not recommend this) and I was shocked, it wasn't all over my pillow and I looked slightly made up at 7am. I'm buying the big one next! Oh - and it hasn't caused a breakout which is my other issue with many makeups. I'm hooked.",01 09 2012,5 stars,finally!!,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,1.59E+17
